"";"NP_009107.1";"CAC82738.1";"AF527534_1";"AAP97303";"NP_060440.2";"NP_060541.3";"NP_057673.2";"BAE46899.1";"NP_116207.2";"EAW66951.1";"EAW72391.1";"EAW74482.1";"EAW84367.1";"EAW84369.1";"NP_775934.3";"NP_060290.3";"AAB51172.1";"CAE45808.1";"CAB66613.1";"CAB56014.2";"CAB92132.1";"CAC17765.1";"CAB61382.2";"CAH10625.1";"CAB70766.1";"CAI56764.1";"CAH18083.1";"CAB66795.1";"CAI56710.1";"CAB66806.1";"CAI45996.1";"CAD98097.1";"CAI46109.1";"CAI46169.1";"CAH56300.1";"CAH56419.1";"CAB66495.1";"CAB66797.1";"CAB66761.1";"CAI45942.1";"CAH18341.1";"CAH18079.1";"CAD28529.1";"CAD38733.2";"CAH18324.1";"CAI46074.1";"CAD98041.1";"CAD97798.1";"CAB53247.1";"AAP97710.1";"AAP92796.1";"CAD98048.1";"CAD97989.1";"CAD97690.1";"CAD97625.1";"CAI46134.1";"CAB46373.2";"CAD98087.1";"CAC21666.1";"CAB66635.1";"CAB75657.1";"BAF43710.1";"AAP97299.1";"AAM94279.1";"AAQ76796.1";"CAH18451.2";"CAH10558.1";"CAB70786.2";"CAD39094.2";"CAH10646.1";"CAD89928.1";"CAD38683.1";"CAD28545.1";"CAB99229.1";"CAB66855.1";"CAH18309.1";"CAH18307.1";"CAH10526.1";"BAC11802.1";"CAB77059.1";"BAC67707.1";"NP_212133.1";"NP_001182667.1";"NP_004861.2";"NP_001269724.1";"NP_037462.1";"NP_065178.1";"AAF62402.1";"XP_011522657.1";"XP_011532246.1";"XP_011528057.1";"NP_789843.2";"BAC04840.1";"BAF83390.1";"AAV38195.1";"BAA92596.1";"BAA86524.1";"BAB21794.1";"BAA20787.3";"BAA20793.3";"NP_689482.1";"NP_001010867.1";"CAH10532.1";"CAD97623.1";"CAD97687.1";"CAH18674.1"
"EAW72391.1";0,333333333333333;0,428571428571429;1;0,5;0,285714285714286;0,571428571428571;0,5;0,75;0,571428571428571;0,5;0;0,714285714285714;0,6;0,333333333333333;0,625;0,333333333333333;0,5;0,285714285714286;0,285714285714286;0,5;0,428571428571429;0,5;0,5;0,428571428571429;0,571428571428571;0,571428571428571;0,571428571428571;0,571428571428571;0,428571428571429;0,571428571428571;0,555555555555556;0,5;0,571428571428571;0,333333333333333;0,666666666666667;0,428571428571429;0,6;0,714285714285714;0,666666666666667;0,666666666666667;0,333333333333333;0,625;0,714285714285714;0,2;0,428571428571429;0,571428571428571;0,625;0,333333333333333;0,285714285714286;0,666666666666667;0,5;0,333333333333333;0,625;0,2;0,4;0,5;0,555555555555556;0,375;0,666666666666667;0,5;0,333333333333333;0,375;0,4;0,428571428571429;0,5;0,428571428571429;0,625;0,428571428571429;0,333333333333333;0,5;0,625;0,666666666666667;0,428571428571429;0,625;0,714285714285714;0,75;0,5;0,625;0,571428571428571;0,5;0,5;0,333333333333333;0,625;0,5;0,444444444444444;0,5;0,5;0,571428571428571;0,571428571428571;0,428571428571429;0,6;0,555555555555556;0,666666666666667;0,625;0,6;0,571428571428571;0,666666666666667;0,666666666666667;0,2;0,666666666666667;0,428571428571429;0,333333333333333;0,714285714285714;0,625;0,333333333333333;0,428571428571429
"EAW74482.1";0,714285714285714;0,571428571428571;1;0,428571428571429;0,625;0,714285714285714;0,666666666666667;0,2;0,714285714285714;0,4;0,714285714285714;0;0,8;0,5;0,571428571428571;0,875;0,4;0,777777777777778;0,625;0,625;0,571428571428571;0,625;0,666666666666667;0,571428571428571;0,5;0,5;0,5;0,714285714285714;0,75;0,714285714285714;0,5;0,625;0,714285714285714;0,714285714285714;0,428571428571429;0,75;0,75;0,666666666666667;0,25;0,6;0,714285714285714;0,571428571428571;0,666666666666667;0,666666666666667;0,571428571428571;0,714285714285714;0,333333333333333;0,5;0,777777777777778;0,833333333333333;0,666666666666667;0,714285714285714;0,75;0,666666666666667;0,857142857142857;0,625;0,666666666666667;0,5;0,428571428571429;0,666666666666667;0,714285714285714;0,666666666666667;0,6;0,571428571428571;0,625;0,571428571428571;0,75;0,571428571428571;0,5;0,666666666666667;0,428571428571429;0,428571428571429;0,75;0,571428571428571;0,666666666666667;0,5;0,625;0,571428571428571;0,714285714285714;0,428571428571429;0,666666666666667;0,714285714285714;0,75;0,666666666666667;0,555555555555556;0,428571428571429;0,428571428571429;0,5;0,5;0,571428571428571;0,8;0,5;0,833333333333333;0,333333333333333;0,25;0,714285714285714;0,6;0,6;0,666666666666667;0,6;0,571428571428571;0,714285714285714;0,666666666666667;0,333333333333333;0,714285714285714;0,571428571428571
"EAW84367.1";0,833333333333333;0,857142857142857;1;0,875;0,714285714285714;0,833333333333333;0,8;0,833333333333333;0,833333333333333;0,8;0,6;0,8;0;0,833333333333333;0,666666666666667;0,6;0,5;0,714285714285714;0,714285714285714;0,714285714285714;0,666666666666667;0,714285714285714;0,5;0,666666666666667;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,666666666666667;0,6;0,75;0,714285714285714;0,833333333333333;0,6;0,714285714285714;0,666666666666667;0,666666666666667;0,8;0,75;0,75;0,833333333333333;0,857142857142857;0,8;0,5;0,666666666666667;0,6;0,666666666666667;0,6;0,714285714285714;0,333333333333333;0,8;0,833333333333333;0,666666666666667;0,5;0,75;0,714285714285714;0,75;0,75;0,875;0,8;0,6;0,75;0,75;0,666666666666667;0,875;0,666666666666667;0,666666666666667;0,666666666666667;0,6;0,8;0,857142857142857;0,875;0,857142857142857;0,857142857142857;0,8;0,6;0,714285714285714;0,857142857142857;0,6;0,714285714285714;0,8;0,833333333333333;0,857142857142857;0,8;0,777777777777778;0,714285714285714;0,875;0,833333333333333;0,833333333333333;0,666666666666667;0,666666666666667;0,888888888888889;0,75;0,666666666666667;0,75;0,6;0,75;0,75;0,5;0,75;0,857142857142857;0,833333333333333;0,8;0,857142857142857;0,833333333333333;0,857142857142857
"EAW84369.1";0,333333333333333;0,166666666666667;1;0,285714285714286;0,5;0,571428571428571;0,5;0,571428571428571;0,571428571428571;0,5;0,333333333333333;0,5;0,833333333333333;0;0,777777777777778;0,571428571428571;0,714285714285714;0,5;0,285714285714286;0,5;0,428571428571429;0,666666666666667;0,714285714285714;0,625;0,333333333333333;0,333333333333333;0,333333333333333;0,571428571428571;0,625;0,75;0,555555555555556;0,5;0,571428571428571;0,571428571428571;0,666666666666667;0,625;0,6;0,714285714285714;0,666666666666667;0,666666666666667;0,333333333333333;0,428571428571429;0,5;0,5;0,428571428571429;0,571428571428571;0,625;0,333333333333333;0,5;0,857142857142857;0,5;0,333333333333333;0,625;0,5;0,5;0,5;0,555555555555556;0,375;0,5;0,5;0,571428571428571;0,375;0,4;0,625;0,285714285714286;0,428571428571429;0,625;0,625;0,333333333333333;0,5;0,5;0,5;0,428571428571429;0,625;0,714285714285714;0,75;0,666666666666667;0,625;0,571428571428571;0,5;0,5;0,333333333333333;0,625;0,5;0,444444444444444;0,5;0,285714285714286;0,333333333333333;0,333333333333333;0,428571428571429;0,6;0,375;0,666666666666667;0,625;0,25;0,75;0,666666666666667;0,666666666666667;0,5;0,666666666666667;0,166666666666667;0,333333333333333;0,714285714285714;0,428571428571429;0,333333333333333;0,166666666666667
"NP_775934.3";0,625;0,666666666666667;0,833333333333333;0,555555555555556;0,375;0,625;0,75;0,428571428571429;0,625;0,571428571428571;0,625;0,571428571428571;0,666666666666667;0,777777777777778;0;0,625;0,333333333333333;0,375;0,5;0,375;0,5;0,142857142857143;0,571428571428571;0,285714285714286;0,625;0,625;0,625;0,428571428571429;0,285714285714286;0,428571428571429;0,25;0,375;0,428571428571429;0,428571428571429;0,142857142857143;0,285714285714286;0,833333333333333;0,571428571428571;0,5;0,5;0,625;0,5;0,75;0,571428571428571;0,5;0,625;0,285714285714286;0,625;0,375;0,5;0,571428571428571;0,625;0,5;0,571428571428571;0,714285714285714;0,555555555555556;0,444444444444444;0,444444444444444;0,375;0,571428571428571;0,428571428571429;0,444444444444444;0,714285714285714;0,285714285714286;0,555555555555556;0,5;0,5;0,285714285714286;0,625;0,571428571428571;0,285714285714286;0,375;0,5;0,285714285714286;0,571428571428571;0,428571428571429;0,142857142857143;0,285714285714286;0,625;0,375;0,571428571428571;0,625;0,5;0,75;0,333333333333333;0,375;0,555555555555556;0,625;0,625;0,5;0,857142857142857;0,444444444444444;0,714285714285714;0,285714285714286;0,714285714285714;0,428571428571429;0,5;0,5;0,571428571428571;0,5;0,666666666666667;0,625;0,571428571428571;0,5;0,625;0,666666666666667
"NP_060290.3";0,333333333333333;0,428571428571429;0,8;0,666666666666667;0,285714285714286;0,333333333333333;0,5;0,888888888888889;0,333333333333333;0,714285714285714;0,333333333333333;0,875;0,6;0,571428571428571;0,625;0;0,714285714285714;0,285714285714286;0,285714285714286;0,5;0,625;0,5;0,5;0,428571428571429;0,75;0,571428571428571;0,571428571428571;0,571428571428571;0,428571428571429;0,333333333333333;0,555555555555556;0,5;0,571428571428571;0,571428571428571;0,666666666666667;0,428571428571429;0,6;0,5;0,857142857142857;0,666666666666667;0,571428571428571;0,625;0,714285714285714;0,5;0,428571428571429;0,333333333333333;0,777777777777778;0,571428571428571;0,285714285714286;0,4;0,5;0,333333333333333;0,428571428571429;0,5;0,4;0,285714285714286;0,375;0,555555555555556;0,666666666666667;0,714285714285714;0,333333333333333;0,375;0,666666666666667;0,625;0,5;0,625;0,428571428571429;0,428571428571429;0,571428571428571;0,5;0,625;0,666666666666667;0,428571428571429;0,625;0,5;0,75;0,5;0,625;0,571428571428571;0,5;0,714285714285714;0,333333333333333;0,428571428571429;0,5;0,444444444444444;0,666666666666667;0,666666666666667;0,571428571428571;0,571428571428571;0,428571428571429;0,6;0,555555555555556;0,4;0,777777777777778;0,833333333333333;0,333333333333333;0,666666666666667;0,857142857142857;0,5;0,666666666666667;0,428571428571429;0,333333333333333;0,5;0,777777777777778;0,571428571428571;0,428571428571429
"AAB51172.1";0,714285714285714;0,75;1;0,625;0,428571428571429;0,714285714285714;0,666666666666667;0,5;0,714285714285714;0,4;0,5;0,4;0,5;0,714285714285714;0,333333333333333;0,714285714285714;0;0,625;0,625;0,625;0,571428571428571;0,428571428571429;0,4;0,333333333333333;0,714285714285714;0,714285714285714;0,714285714285714;0,714285714285714;0,571428571428571;0,5;0,5;0,625;0,714285714285714;0,5;0,428571428571429;0,571428571428571;0,75;0,666666666666667;0,25;0,6;0,714285714285714;0,75;0,857142857142857;0,4;0,571428571428571;0,714285714285714;0,333333333333333;0,5;0,625;0,6;0,666666666666667;0,714285714285714;0,75;0,4;0,833333333333333;0,625;0,666666666666667;0,5;0,625;0,666666666666667;0,5;0,666666666666667;0,6;0,333333333333333;0,777777777777778;0,571428571428571;0,75;0,333333333333333;0,5;0,666666666666667;0,571428571428571;0,625;0,75;0,571428571428571;0,666666666666667;0,5;0,428571428571429;0,571428571428571;0,714285714285714;0,428571428571429;0,666666666666667;0,714285714285714;0,75;0,666666666666667;0,555555555555556;0,428571428571429;0,625;0,714285714285714;0,714285714285714;0,571428571428571;0,8;0,666666666666667;0,833333333333333;0,333333333333333;0,6;0,5;0,6;0,6;0,4;0,6;0,75;0,714285714285714;0,666666666666667;0,571428571428571;0,714285714285714;0,75
"CAE45808.1";0,285714285714286;0,375;0,857142857142857;0,444444444444444;0,25;0,5;0,625;0,666666666666667;0,5;0,625;0,285714285714286;0,777777777777778;0,714285714285714;0,5;0,375;0,285714285714286;0,625;0;0,142857142857143;0,25;0,375;0,25;0,625;0,375;0,5;0,5;0,5;0,285714285714286;0,142857142857143;0,5;0,333333333333333;0,25;0,285714285714286;0,285714285714286;0,444444444444444;0,142857142857143;0,714285714285714;0,625;0,75;0,571428571428571;0,285714285714286;0,375;0,625;0,428571428571429;0,375;0,5;0,555555555555556;0,5;0;0,571428571428571;0,428571428571429;0,285714285714286;0,375;0,428571428571429;0,333333333333333;0,444444444444444;0,333333333333333;0,333333333333333;0,444444444444444;0,428571428571429;0,285714285714286;0,125;0,571428571428571;0,375;0,25;0,375;0,375;0,375;0,5;0,428571428571429;0,375;0,444444444444444;0,142857142857143;0,375;0,625;0,666666666666667;0,25;0,375;0,5;0,444444444444444;0,428571428571429;0,285714285714286;0,375;0,625;0,222222222222222;0,444444444444444;0,444444444444444;0,5;0,5;0,375;0,714285714285714;0,333333333333333;0,571428571428571;0,555555555555556;0,714285714285714;0,5;0,571428571428571;0,571428571428571;0,428571428571429;0,571428571428571;0,375;0,285714285714286;0,625;0,555555555555556;0,285714285714286;0,375
"CAB66613.1";0,285714285714286;0,142857142857143;0,857142857142857;0,375;0,25;0,5;0,625;0,625;0,5;0,625;0,285714285714286;0,625;0,714285714285714;0,285714285714286;0,5;0,285714285714286;0,625;0,142857142857143;0;0,142857142857143;0,285714285714286;0,375;0,625;0,375;0,428571428571429;0,285714285714286;0,285714285714286;0,428571428571429;0,285714285714286;0,5;0,25;0,142857142857143;0,428571428571429;0,428571428571429;0,375;0,285714285714286;0,714285714285714;0,625;0,75;0,571428571428571;0,428571428571429;0,285714285714286;0,571428571428571;0,428571428571429;0,142857142857143;0,285714285714286;0,5;0,285714285714286;0,142857142857143;0,571428571428571;0,428571428571429;0,285714285714286;0,285714285714286;0,428571428571429;0,5;0,25;0,25;0,25;0,375;0,571428571428571;0,285714285714286;0;0,571428571428571;0,5;0,142857142857143;0,285714285714286;0,285714285714286;0,375;0,285714285714286;0,428571428571429;0,285714285714286;0,375;0,285714285714286;0,5;0,625;0,625;0,375;0,5;0,428571428571429;0,25;0,571428571428571;0,285714285714286;0,5;0,625;0,125;0,375;0,375;0,285714285714286;0,285714285714286;0,142857142857143;0,714285714285714;0,25;0,571428571428571;0,5;0,5;0,5;0,571428571428571;0,714285714285714;0,428571428571429;0,571428571428571;0,142857142857143;0,285714285714286;0,625;0,5;0,428571428571429;0,142857142857143
"CAB56014.2";0,5;0,375;0,857142857142857;0,444444444444444;0,444444444444444;0,666666666666667;0,777777777777778;0,5;0,666666666666667;0,625;0,5;0,625;0,714285714285714;0,5;0,375;0,5;0,625;0,25;0,142857142857143;0;0,142857142857143;0,25;0,625;0,375;0,285714285714286;0,285714285714286;0,285714285714286;0,285714285714286;0,142857142857143;0,5;0,125;0;0,285714285714286;0,285714285714286;0,25;0,142857142857143;0,714285714285714;0,625;0,75;0,571428571428571;0,5;0,142857142857143;0,428571428571429;0,428571428571429;0,142857142857143;0,285714285714286;0,375;0,285714285714286;0,25;0,571428571428571;0,625;0,5;0,142857142857143;0,428571428571429;0,571428571428571;0,444444444444444;0,333333333333333;0,333333333333333;0,25;0,428571428571429;0,285714285714286;0,125;0,571428571428571;0,375;0,25;0,142857142857143;0,142857142857143;0,375;0,285714285714286;0,428571428571429;0,142857142857143;0,25;0,375;0,375;0,625;0,5;0,25;0,375;0,285714285714286;0,25;0,428571428571429;0,5;0,555555555555556;0,777777777777778;0,222222222222222;0,444444444444444;0,444444444444444;0,285714285714286;0,5;0,142857142857143;0,714285714285714;0,333333333333333;0,571428571428571;0,375;0,5;0,5;0,571428571428571;0,571428571428571;0,428571428571429;0,571428571428571;0,375;0,5;0,625;0,375;0,5;0,375
"CAB92132.1";0,625;0,5;1;0,375;0,555555555555556;0,777777777777778;0,75;0,428571428571429;0,777777777777778;0,571428571428571;0,428571428571429;0,571428571428571;0,666666666666667;0,428571428571429;0,5;0,625;0,571428571428571;0,375;0,285714285714286;0,142857142857143;0;0,375;0,571428571428571;0,5;0,166666666666667;0,428571428571429;0,428571428571429;0,428571428571429;0,285714285714286;0,625;0,25;0,142857142857143;0,428571428571429;0,166666666666667;0,375;0,285714285714286;0,666666666666667;0,75;0,714285714285714;0,714285714285714;0,428571428571429;0,285714285714286;0,333333333333333;0,333333333333333;0,285714285714286;0,428571428571429;0,285714285714286;0,166666666666667;0,375;0,714285714285714;0,75;0,625;0,285714285714286;0,333333333333333;0,5;0,555555555555556;0,444444444444444;0,25;0,375;0,333333333333333;0,428571428571429;0,25;0,5;0,285714285714286;0,375;0;0,285714285714286;0,5;0,166666666666667;0,571428571428571;0,285714285714286;0,375;0,5;0,5;0,75;0,428571428571429;0,375;0,5;0,166666666666667;0,375;0,333333333333333;0,625;0,666666666666667;0,75;0,333333333333333;0,375;0,375;0,428571428571429;0,625;0,285714285714286;0,666666666666667;0,444444444444444;0,714285714285714;0,285714285714286;0,4;0,625;0,714285714285714;0,5;0,333333333333333;0,714285714285714;0,5;0,625;0,75;0,285714285714286;0,428571428571429;0,5
"CAC17765.1";0,5;0,555555555555556;0,857142857142857;0,444444444444444;0,25;0,5;0,625;0,5;0,5;0,428571428571429;0,5;0,625;0,714285714285714;0,666666666666667;0,142857142857143;0,5;0,428571428571429;0,25;0,375;0,25;0,375;0;0,428571428571429;0,142857142857143;0,5;0,5;0,5;0,285714285714286;0,142857142857143;0,285714285714286;0,125;0,25;0,285714285714286;0,285714285714286;0,25;0,142857142857143;0,666666666666667;0,428571428571429;0,571428571428571;0,571428571428571;0,5;0,375;0,625;0,428571428571429;0,375;0,5;0,375;0,5;0,25;0,571428571428571;0,625;0,5;0,375;0,428571428571429;0,571428571428571;0,444444444444444;0,333333333333333;0,333333333333333;0,25;0,428571428571429;0,285714285714286;0,333333333333333;0,571428571428571;0,142857142857143;0,444444444444444;0,375;0,375;0,142857142857143;0,5;0,428571428571429;0,142857142857143;0,25;0,375;0,142857142857143;0,428571428571429;0,5;0;0,142857142857143;0,5;0,25;0,428571428571429;0,5;0,375;0,625;0,222222222222222;0,444444444444444;0,444444444444444;0,5;0,666666666666667;0,375;0,714285714285714;0,333333333333333;0,571428571428571;0,375;0,714285714285714;0,285714285714286;0,571428571428571;0,571428571428571;0,428571428571429;0,571428571428571;0,555555555555556;0,5;0,428571428571429;0,375;0,5;0,555555555555556
"CAB61382.2";0,714285714285714;0,75;1;0,625;0,428571428571429;0,5;0,4;0,714285714285714;0,5;0,4;0,5;0,666666666666667;0,5;0,714285714285714;0,571428571428571;0,5;0,4;0,625;0,625;0,625;0,571428571428571;0,428571428571429;0;0,333333333333333;0,714285714285714;0,714285714285714;0,714285714285714;0,714285714285714;0,571428571428571;0,2;0,5;0,625;0,714285714285714;0,5;0,625;0,571428571428571;0,333333333333333;0,4;0,6;0,833333333333333;0,714285714285714;0,75;0,666666666666667;0,4;0,571428571428571;0,5;0,571428571428571;0,5;0,625;0,6;0,857142857142857;0,714285714285714;0,571428571428571;0,4;0,6;0,428571428571429;0,5;0,5;0,625;0,666666666666667;0,5;0,666666666666667;0,6;0,333333333333333;0,777777777777778;0,571428571428571;0,571428571428571;0,333333333333333;0,5;0,666666666666667;0,571428571428571;0,625;0,75;0,571428571428571;0,4;0,5;0,428571428571429;0,571428571428571;0,5;0,428571428571429;0,666666666666667;0,714285714285714;0,571428571428571;0,4;0,555555555555556;0,625;0,625;0,714285714285714;0,875;0,571428571428571;0,5;0,666666666666667;0,6;0,571428571428571;0,8;0,2;0,833333333333333;0,833333333333333;0,4;0,833333333333333;0,75;0,714285714285714;0,4;0,571428571428571;0,714285714285714;0,75
"CAH10625.1";0,428571428571429;0,5;0,833333333333333;0,555555555555556;0,142857142857143;0,428571428571429;0,571428571428571;0,625;0,428571428571429;0,333333333333333;0,428571428571429;0,571428571428571;0,666666666666667;0,625;0,285714285714286;0,428571428571429;0,333333333333333;0,375;0,375;0,375;0,5;0,142857142857143;0,333333333333333;0;0,625;0,428571428571429;0,428571428571429;0,428571428571429;0,285714285714286;0,166666666666667;0,25;0,375;0,428571428571429;0,428571428571429;0,375;0,285714285714286;0,6;0,333333333333333;0,5;0,5;0,625;0,5;0,75;0,333333333333333;0,285714285714286;0,428571428571429;0,5;0,428571428571429;0,375;0,5;0,571428571428571;0,428571428571429;0,5;0,333333333333333;0,714285714285714;0,375;0,444444444444444;0,444444444444444;0,375;0,571428571428571;0,166666666666667;0,444444444444444;0,5;0,285714285714286;0,555555555555556;0,5;0,5;0;0,428571428571429;0,333333333333333;0,285714285714286;0,375;0,5;0,285714285714286;0,333333333333333;0,625;0,142857142857143;0,285714285714286;0,625;0,142857142857143;0,571428571428571;0,428571428571429;0,5;0,571428571428571;0,333333333333333;0,555555555555556;0,555555555555556;0,428571428571429;0,625;0,285714285714286;0,666666666666667;0,444444444444444;0,5;0,5;0,666666666666667;0,166666666666667;0,5;0,714285714285714;0,333333333333333;0,5;0,5;0,428571428571429;0,333333333333333;0,5;0,625;0,5
"CAB70766.1";0,571428571428571;0,428571428571429;1;0,285714285714286;0,666666666666667;0,75;0,714285714285714;0,333333333333333;0,75;0,5;0,571428571428571;0,5;0,833333333333333;0,333333333333333;0,625;0,75;0,714285714285714;0,5;0,428571428571429;0,285714285714286;0,166666666666667;0,5;0,714285714285714;0,625;0;0,333333333333333;0,333333333333333;0,333333333333333;0,428571428571429;0,75;0,375;0,285714285714286;0,333333333333333;0,333333333333333;0,5;0,428571428571429;0,6;0,714285714285714;0,666666666666667;0,666666666666667;0,333333333333333;0,166666666666667;0,2;0,5;0,428571428571429;0,571428571428571;0,428571428571429;0,333333333333333;0,5;0,857142857142857;0,714285714285714;0,571428571428571;0,428571428571429;0,5;0,5;0,666666666666667;0,555555555555556;0,375;0,285714285714286;0,2;0,571428571428571;0,375;0,4;0,428571428571429;0,285714285714286;0,166666666666667;0,428571428571429;0,625;0,333333333333333;0,5;0,285714285714286;0,285714285714286;0,428571428571429;0,428571428571429;0,714285714285714;0,571428571428571;0,5;0,428571428571429;0,333333333333333;0,5;0,2;0,571428571428571;0,625;0,714285714285714;0,444444444444444;0,5;0,285714285714286;0,333333333333333;0,571428571428571;0,428571428571429;0,6;0,375;0,666666666666667;0,428571428571429;0,25;0,75;0,666666666666667;0,4;0,5;0,666666666666667;0,428571428571429;0,571428571428571;0,714285714285714;0,166666666666667;0,333333333333333;0,428571428571429
"CAI56764.1";0,333333333333333;0,166666666666667;0,8;0,5;0,5;0,571428571428571;0,714285714285714;0,571428571428571;0,571428571428571;0,5;0,571428571428571;0,5;0,833333333333333;0,333333333333333;0,625;0,571428571428571;0,714285714285714;0,5;0,285714285714286;0,285714285714286;0,428571428571429;0,5;0,714285714285714;0,428571428571429;0,333333333333333;0;0;0,333333333333333;0,428571428571429;0,571428571428571;0,375;0,285714285714286;0,333333333333333;0,571428571428571;0,5;0,428571428571429;0,6;0,5;0,666666666666667;0,4;0,571428571428571;0,166666666666667;0,5;0,5;0,166666666666667;0,333333333333333;0,625;0,333333333333333;0,5;0,666666666666667;0,5;0,333333333333333;0,428571428571429;0,5;0,714285714285714;0,5;0,555555555555556;0,555555555555556;0,285714285714286;0,5;0,333333333333333;0,375;0,4;0,625;0,285714285714286;0,428571428571429;0,428571428571429;0,428571428571429;0,333333333333333;0,2;0,285714285714286;0,285714285714286;0,428571428571429;0,428571428571429;0,5;0,75;0,5;0,428571428571429;0,571428571428571;0,285714285714286;0,5;0,333333333333333;0,625;0,714285714285714;0,444444444444444;0,666666666666667;0,5;0;0,333333333333333;0,166666666666667;0,6;0,375;0,4;0,625;0,25;0,571428571428571;0,4;0,666666666666667;0,5;0,4;0,166666666666667;0,333333333333333;0,5;0,428571428571429;0,571428571428571;0,166666666666667
"CAH18083.1";0,333333333333333;0,166666666666667;0,8;0,5;0,5;0,571428571428571;0,714285714285714;0,571428571428571;0,571428571428571;0,5;0,571428571428571;0,5;0,833333333333333;0,333333333333333;0,625;0,571428571428571;0,714285714285714;0,5;0,285714285714286;0,285714285714286;0,428571428571429;0,5;0,714285714285714;0,428571428571429;0,333333333333333;0;0;0,333333333333333;0,428571428571429;0,571428571428571;0,375;0,285714285714286;0,333333333333333;0,571428571428571;0,5;0,428571428571429;0,6;0,5;0,666666666666667;0,4;0,571428571428571;0,166666666666667;0,5;0,5;0,166666666666667;0,333333333333333;0,625;0,333333333333333;0,5;0,666666666666667;0,5;0,333333333333333;0,428571428571429;0,5;0,714285714285714;0,5;0,555555555555556;0,555555555555556;0,285714285714286;0,5;0,333333333333333;0,375;0,4;0,625;0,285714285714286;0,428571428571429;0,428571428571429;0,428571428571429;0,333333333333333;0,2;0,285714285714286;0,285714285714286;0,428571428571429;0,428571428571429;0,5;0,75;0,5;0,428571428571429;0,571428571428571;0,285714285714286;0,5;0,333333333333333;0,625;0,714285714285714;0,444444444444444;0,666666666666667;0,5;0;0,333333333333333;0,166666666666667;0,6;0,375;0,4;0,625;0,25;0,571428571428571;0,4;0,666666666666667;0,5;0,4;0,166666666666667;0,333333333333333;0,5;0,428571428571429;0,571428571428571;0,166666666666667
"CAB66795.1";0,333333333333333;0,428571428571429;0,8;0,5;0,5;0,571428571428571;0,714285714285714;0,571428571428571;0,571428571428571;0,5;0,571428571428571;0,714285714285714;0,833333333333333;0,571428571428571;0,428571428571429;0,571428571428571;0,714285714285714;0,285714285714286;0,428571428571429;0,285714285714286;0,428571428571429;0,285714285714286;0,714285714285714;0,428571428571429;0,333333333333333;0,333333333333333;0,333333333333333;0;0,166666666666667;0,571428571428571;0,375;0,285714285714286;0;0,333333333333333;0,5;0,166666666666667;0,6;0,5;0,666666666666667;0,4;0,333333333333333;0,166666666666667;0,5;0,5;0,428571428571429;0,571428571428571;0,625;0,571428571428571;0,285714285714286;0,666666666666667;0,5;0,333333333333333;0,428571428571429;0,5;0,5;0,666666666666667;0,555555555555556;0,555555555555556;0,285714285714286;0,2;0,333333333333333;0,375;0,4;0,428571428571429;0,285714285714286;0,428571428571429;0,428571428571429;0,428571428571429;0,571428571428571;0,2;0,285714285714286;0,285714285714286;0,166666666666667;0,166666666666667;0,5;0,75;0,285714285714286;0,166666666666667;0,571428571428571;0,5;0,2;0,333333333333333;0,428571428571429;0,714285714285714;0,444444444444444;0,666666666666667;0,5;0,333333333333333;0,571428571428571;0,428571428571429;0,6;0,375;0,4;0,625;0,6;0,571428571428571;0,4;0,4;0,5;0,4;0,428571428571429;0,333333333333333;0,5;0,428571428571429;0,333333333333333;0,428571428571429
"CAI56710.1";0,428571428571429;0,5;0,833333333333333;0,555555555555556;0,375;0,625;0,75;0,625;0,625;0,571428571428571;0,428571428571429;0,75;0,666666666666667;0,625;0,285714285714286;0,428571428571429;0,571428571428571;0,142857142857143;0,285714285714286;0,142857142857143;0,285714285714286;0,142857142857143;0,571428571428571;0,285714285714286;0,428571428571429;0,428571428571429;0,428571428571429;0,166666666666667;0;0,428571428571429;0,25;0,142857142857143;0,166666666666667;0,166666666666667;0,375;0;0,666666666666667;0,571428571428571;0,714285714285714;0,5;0,428571428571429;0,285714285714286;0,571428571428571;0,333333333333333;0,285714285714286;0,428571428571429;0,5;0,428571428571429;0,142857142857143;0,5;0,571428571428571;0,428571428571429;0,285714285714286;0,333333333333333;0,5;0,555555555555556;0,444444444444444;0,444444444444444;0,375;0,333333333333333;0,166666666666667;0,25;0,5;0,285714285714286;0,375;0,285714285714286;0,285714285714286;0,285714285714286;0,428571428571429;0,333333333333333;0,285714285714286;0,375;0,285714285714286;0,285714285714286;0,571428571428571;0,625;0,142857142857143;0,285714285714286;0,428571428571429;0,375;0,333333333333333;0,428571428571429;0,5;0,75;0,333333333333333;0,555555555555556;0,555555555555556;0,428571428571429;0,625;0,285714285714286;0,666666666666667;0,444444444444444;0,5;0,5;0,666666666666667;0,428571428571429;0,5;0,5;0,333333333333333;0,5;0,5;0,428571428571429;0,571428571428571;0,5;0,428571428571429;0,5
